Title (OPTIONAL),English Content,Gujurati Content,Transliteration Content,Gujarati Audio URL,Value,Sanskrit Content,Sanskrit Audio URL,Tier (Satsang Diksha Only)
Shloka 66-67,"Thereafter, with mahimā and a steady mind, one should perform mālā while chanting the Swaminarayan mantra and having darshan of the murtis. Afterwards, while continuing to do darshan of the murtis, one should stand on one leg with arms raised and perform tapni mālā.","ત્યાર બાદ સ્થિર ચિત્તે તથા મહિમા સાથે મૂર્તિઓનાં દર્શન કરતાં કરતાં સ્વામિનારાયણ મંત્રનો જાપ કરતાં માળા ફેરવવી. ત્યાર બાદ એક પગે ઊભા રહી, હાથ ઊંચા રાખી મૂર્તિઓનાં દર્શન કરતાં તપની માળા ફેરવવી.","Tyār bād sthir chitte tathā mahimā sāthe mūrtionā darshan karatā karatā Swāminārāyaṇ mantrano jāp karatā māḷā feravavī. Tyār bād ek page ūbhā rahī, hāth ūnchā rākhī mūrtionā darshan karatā tapnī māḷā feravavī.",https://baps.box.com/shared/static/8s2330a2m5hw1kcjc1dj41id3ygetu62.mp3,2,"Mālām āvartayed mantram Swāminārāyaṇam japan ।
Mahimnā darshanam kurvan mūrtīnām sthira-chetasā ॥66॥
Eka-pādotthito bhūtvā mālām āvartayet tataha ।
Tapasa ūrdhva-hastah san kurvāṇo mūrti-darshanam ॥67॥",https://baps.box.com/shared/static/0hrqxqiwgyb70fd7g6eoe3w6edsgrj98.mp3,shastri
Shloka 68,"One should then perform pradakshinās of the murtis while contemplating upon Akshar-Purushottam Maharaj, who is pervasive and the focus of all.",ત્યાર બાદ સર્વના કેન્દ્ર સમાન અને વ્યાપક એવા અક્ષરપુરુષોત્તમ મહારાજને સંભારતાં પ્રતિમાઓની પ્રદક્ષિણા કરવી.,Tyār bād sarvanā kendra samān ane vyāpak evā Akṣhar-Puruṣhottam Mahārājne sambhāratā pratimāonī pradakṣhiṇā karavī.,https://baps.box.com/shared/static/osse0xrib4pps2y8z38v6dd14781ki5u.mp3,1,"Tatah sanchintayan kuryād Akṣhara-Puruṣhottamam ।
Vyāpakam sarva kendram cha pratimānām pradakṣhiṇāhā ॥68॥",https://baps.box.com/shared/static/k7q58och6m3mmy1zak7s8ri8sbpcpgyg.mp3,shastri
Shloka 69,"Thereafter, with dāsbhāv, males should perform sāshtāng dandvat pranāms and females should sit and offer panchāng pranāms.",ત્યાર બાદ દાસભાવે પુરુષોએ સાષ્ટાંગ દંડવત્ પ્રણામ કરવા અને સ્ત્રીઓએ બેસીને પંચાંગ પ્રણામ કરવા.,Tyār bād dāsbhāve puruṣhoe sāṣhṭāng danḍavat praṇām karavā ane strīoe besīne panchāng praṇām karavā.,https://baps.box.com/shared/static/oiiaiyjudgiygcp5k4pq2dszha4i65r1.mp3,1,"Sāṣhṭāngā daṇḍavat kāryāh praṇāmāh puruṣhais-tatah ।
Nārībhis-tūpavishyaiva panchāngā dāsa-bhāvataha ॥69॥",https://baps.box.com/shared/static/jf4j26a0f9l3rg8ty6kxqsk085je7xsy.mp3,shastri
Shloka 70,One should perform an additional dandvat pranām every day to seek forgiveness for hurting or harbouring ill-will towards another devotee.,કોઈ ભક્તનો દ્રોહ થયો હોય તેના નિવારણને અર્થે ક્ષમાયાચનાપૂર્વક પ્રતિદિન એક દંડવત્ પ્રણામ અધિક કરવો.,Koī bhaktano droh thayo hoy tenā nivāraṇne arthe kṣhamā-yāchanā-pūrvak pratidin ek danḍavat praṇām adhik karavo.,https://baps.box.com/shared/static/4015mxivrlfp5lj8n0blmbjin021bqmn.mp3,1,"Praṇāmo daṇḍavach-chaikah kṣhamā-yāchana-pūrvakam ।
Bhakta-droha-nivārārtham kāryo’dhiko hi pratyaham ॥70॥",https://baps.box.com/shared/static/x65ep1hk7ui4m03uswbu8fzmbwaudcsh.mp3,shastri
Shloka 71,"Then, to fulfil one’s noble wishes, one should pray with divyabhāv and devotion while chanting the Swaminarayan mantra (dhun).",ત્યાર બાદ સ્વામિનારાયણ મંત્રનો જપ કરતાં શુભ સંકલ્પોની પૂર્તિ માટે દિવ્યભાવ અને ભક્તિએ સહિત પ્રાર્થના (ધૂન) કરવી.,Tyār bād Swāminārāyaṇ mantrano jap karatā shubh sankalponī pūrti māṭe divyabhāv ane bhaktie sahit prārthanā (dhūn) karavī.,https://baps.box.com/shared/static/pyi8ilqluvmwy6ho7n5ssaiprg48x0jf.mp3,1,"Divya-bhāvena bhaktyā cha tad-anu prārthayej-japan ।
Swāminārāyaṇam mantram shubha-sankalpa-pūrtaye ॥71॥",https://baps.box.com/shared/static/9bx4m100i7v8km24zvicgq1pfed3nsxf.mp3,shastri
Shloka 72,"After devoutly performing puja in this way, one should re-install Akshar-Purushottam Maharaj within one’s ātmā by reciting the Punaragaman Mantra.",આ રીતે ભક્તિભાવે પૂજા કરીને પુનરાગમન મંત્રથી અક્ષરપુરુષોત્તમ મહારાજને પોતાના આત્માને વિષે પધરાવવા.,Ā rīte bhakti-bhāve pūjā karīne punarāgaman mantrathī Akṣhar-Puruṣhottam Mahārājne potānā ātmāne viṣhe padharāvavā.,https://baps.box.com/shared/static/s0rmxwb79u6tmdhyz0fsfc2di384riqz.mp3,1,"Bhaktitah pūjayitvaivam Akṣhara-Puruṣhottamam ।
Punar-āgama-mantreṇa prasthāpayen-nijātmani ॥72॥",https://baps.box.com/shared/static/byy49vhtbls7wmn8fe42m2v8gs1hgwtj.mp3,shastri
Shloka 73,"The meaning of this mantra is as follows:
“O Purushottam Narayan together with Aksharbrahman! I have performed your puja with devotion and divyabhāv. Now, please reside within my ātmā.”","પુનરાગમન મંત્ર આ પ્રમાણે છે:
ભક્ત્યૈવ દિવ્યભાવેન પૂજા તે સમનુષ્ઠિતા।
ગચ્છાથ ત્વં મદાત્માનમ્ અક્ષરપુરુષોત્તમ॥","Punarāgaman mantra ā pramāṇe chhe:
Bhaktyaiva divy-abhāvena pūjā te sam-anuṣhṭhitā ।
Gachchhātha tvam madātmānam Akṣhara-Puruṣhottama ॥",https://baps.box.com/shared/static/h9jkei86p01b7pxs007c10l31xii03mm.mp3,1,"Punar-āgamana-mantrash-chaivam vidhaha:
Bhaktyaiva divya-bhāvena pūjā te samanuṣhṭhitā ।
Gachchhā’tha tvam mad-ātmānam Akṣhara-Puruṣhottama ॥73॥",https://baps.box.com/shared/static/lcjogs4fi32sydm0kyapxy8k2udr3yus.mp3,shastri
Shloka 74,"To strengthen one’s satsang, one should then daily read shastras that encompass the teachings and instructions of Shri Hari and the gurus.",ત્યાર બાદ સત્સંગની દૃઢતા માટે જેમાં શ્રીહરિ તથા ગુરુના ઉપદેશો અને આદેશો સમાયા હોય તેવા શાસ્ત્રનું રોજ વાંચન કરવું.,Tyār bād satsangnī dṛuḍhatā māṭe jemā Shrīhari tathā gurunā updesho ane ādesho samāyā hoya tevā shāstranu roj vānchan karavu.,https://baps.box.com/shared/static/cpghsokwilc3ae94tmcxofu83yi4vp9j.mp3,1,"Tatah satsanga-dārḍhyāya shāstram paṭhyam cha pratyaham ।
Ādeshāsh-chopadeshāsh-cha yatra santi Harer guroho ॥74॥",https://baps.box.com/shared/static/e8oiwu6k3vk0kemmcz0xmlkik9ekefai.mp3,shastri
Shloka 75,"Thereafter, one should bow to devotees with reverence and humility. Only after performing puja in this way should one engage in one’s daily activities.",ત્યાર બાદ આદર અને નમ્રભાવે ભક્તોને પ્રણામ કરવા. આ રીતે પૂજા કરીને પછી જ પોતાના વ્યવહારનું કાર્ય કરવું.,Tyār bād ādar ane namrabhāve bhaktone praṇām karavā. Ā rīte pūjā karīne pachhī ja potānā vyavahārnu kārya karavu.,https://baps.box.com/shared/static/gfwnosbohcvik1qrws9xb2xbkre6x4ts.mp3,1,"Tad-anu praṇamed bhaktān ādarān-namra-bhāvatah ।
Evam pūjām samāpyaiva kuryāt sva-vyāvahārikam ॥75॥",https://baps.box.com/shared/static/0sdlhe0mg1a9jg0ibtsjmi6ynjmlbhl6.mp3,shastri
Shloka 76,One should not eat food or even drink water or other liquids without performing puja. One should not give up one’s puja even during outings.,પૂજા કર્યા વિના જમવું નહીં ને પાણી વગેરે પણ ન પીવું. પ્રવાસે ગયા હોઈએ તો પણ પૂજાનો ત્યાગ ન કરવો.,Pūjā karyā vinā jamavu nahī ne pāṇī vagere paṇ na pīvu. Pravāse gayā hoīe to paṇ pūjāno tyāg na karavo.,https://baps.box.com/shared/static/qgy2q0yg60s2i2pb2i36ejaz0wcg8pb1.mp3,1,"Bhojyam naiva na peyam vā vinā pūjām jalādikam ।
Pravāsa-gamane chā’pi pūjām naiva pari-tyajet ॥76॥",https://baps.box.com/shared/static/zwkmxqgnszxlzkkbn0cuoth69b8c7cb8.mp3,shastri
Shloka 77,"If one is incapable of doing puja because of old age, illness or other difficulties, one should have one’s puja performed by another.","વૃદ્ધાવસ્થા, રોગાદિ તથા અન્ય આપત્તિને લીધે પોતે પૂજા કરવા અસમર્થ હોય તેણે અન્ય પાસે તે પૂજા કરાવવી.","Vṛuddhāvasthā, rogādi tathā anya āpattine līdhe pote pūjā karavā asamarth hoy teṇe anya pāse te pūjā karāvavī.",https://baps.box.com/shared/static/5q7a4jy421858mz9e6379aa2jsgde1f6.mp3,1,"Vārdhakyena cha rogādyair anyā’paddhetunā tathā ।
Pūjārtham asamarthash-chet tadā’nyaih kārayet sa tām ॥77॥",https://baps.box.com/shared/static/l7yptqbs1r1q44q29y4su46qmn2gj258.mp3,shastri
Shloka 78,"Every satsangi in a household should keep their own separate puja. Moreover, one should acquire a puja for a child on the same day that he or she is born.",ઘરમાં પ્રત્યેક સત્સંગીએ પોતાની સ્વતંત્ર પૂજા રાખવી. વળી પુત્ર કે પુત્રીનો જન્મ થાય તે દિવસથી જ સંતાન માટે પૂજા લઈ લેવી.,Gharmā pratyek satsangīe potānī swatantra pūjā rākhavī. Vaḷī putra ke putrīno janma thāy te divasathī ja santān māṭe pūjā laī levī.,https://baps.box.com/shared/static/lx2qlizxb6rn4htm7gnqn15tlwgb4r55.mp3,1,"Svīyapūjā svatantrā tu sarvai rakṣhyā gṛuhe pṛuthak ।
Janmano divasād eva pūjā grāhyā sva-santatehe ॥78॥",https://baps.box.com/shared/static/10r892nmn16v796cco0dynx4lvsbq01u.mp3,shastri
Shloka 79-80,"All satsangis should place a beautiful mandir within their homes where they can daily offer devotion, pray and practice satsang. Within the mandir, one should devoutly and ceremonially consecrate the murtis of Akshar-Purushottam and the Gunatit gurus of the tradition.","નિત્ય પ્રત્યે ભક્તિ, પ્રાર્થના તથા સત્સંગ માટે સર્વે સત્સંગીઓએ ઘરમાં સુંદર મંદિર સ્થાપવું. તેમાં ભક્તિભાવે વિધિવત્ અક્ષર-પુરુષોત્તમ તથા પરંપરામાં આવેલ ગુણાતીત ગુરુઓ પધરાવવા.","Nitya pratye bhakti, prārthanā tathā satsang māṭe sarve satsangīoe gharmā sundar mandir sthāpavu. Temā bhakti-bhāve vidhivat Akṣhar-Puruṣhottam tathā paramparāmā āvel guṇātīt guruo padharāvavā.",https://baps.box.com/shared/static/5bsgq3kn44xwtbu2b9kouvrrn1be0621.mp3,2,"Bhakti-prārthana-satsanga-hetunā prati-vāsaram ।
Sundaram mandiram sthāpyam sarvaih satsangibhir gṛuhe ॥79॥
Prasthāpyau vidhivat tasminn-Akṣhara-Puruṣhottamau ।
Guravash-cha Guṇātītā bhaktyā paramparā-gatāhā ॥80॥",https://baps.box.com/shared/static/vx13divmixh9olkxeigmb9elwd71mwxi.mp3,shastri
Shloka 81,"Every morning and evening, all satsangis should perform the ārti and sing the stuti before the ghar mandir.",સર્વે સત્સંગી જનોએ પ્રાતઃકાળે તથા સાંજે ઘરમંદિરમાં પ્રતિદિન આરતી કરવી ને સાથે સ્તુતિનું ગાન કરવું.,Sarve satsangī janoe prātahkāḷe tathā sānje ghar-mandirmā pratidin ārtī karavī ne sāthe stutinu gān karavu.,https://baps.box.com/shared/static/qtvaep4xphgc7lxfcoce578iliq2ese4.mp3,1,"Prātah prati-dinam sāyam sarvaih satsangibhir janaihi ।
Ārārtikyam vidhātavyam sa-stuti gṛuha-mandire ॥81॥",https://baps.box.com/shared/static/1ggchogooeitn83ljbwnr3ecl6axwtib.mp3,shastri
Shloka 82,"While performing the ārti, one should devoutly sing aloud the ārti ‘Jay Swaminarayan, Jay Akshar-Purushottam...’ with a steady mind and while clapping.","આરતી સમયે ચિત્તને સ્થિર કરી ભક્તિએ સહિત, તાલી વગાડતાં અને ઉચ્ચ સ્વરે ‘જય સ્વામિનારાયણ જય અક્ષરપુરુષોત્તમ...’ એમ આરતીનું ગાન કરવું.","Ārtī samaye chittane sthir karī bhaktie sahit, tālī vagāḍatā ane uchcha sware ‘Jay Swāminārāyaṇ jay Akṣhar-Puruṣhottam...’ em ārtīnu gān karavu.",https://baps.box.com/shared/static/g171n50bxe5w4cecnawrwlyzj7nlbdik.mp3,1,"Uchchaih swarair Jaya Swāmi-nārāyaṇeti bhaktitaha ।
Sa-tāli-vādanam geyam sthireṇa chetasā tadā ॥82॥",https://baps.box.com/shared/static/u7yol1r1691pwm3k5mtk2zpq1beteydz.mp3,shastri
Shloka 83,"Offer whatever food has been prepared [to the murtis] in the ghar mandir and after devoutly reciting prayers, eat the sanctified meal.",જે રસોઈ બનાવી હોય તે મંદિરમાં ધરાવવી અને પ્રસાદીભૂત થયેલ ભોજન ભક્તિભાવપૂર્વક પ્રાર્થના બોલીને પછી જમવું.,Je rasoī banāvī hoy te mandirmā dharāvavī ane prasādībhūt thayel bhojan bhakti-bhāv-pūrvak prārthanā bolīne pachhī jamavu.,https://baps.box.com/shared/static/jbp26prhunep1xq6924ifyinpa1y5yu9.mp3,1,"Yaiva rasavatī pakvā mandire tām nivedayet ।
Uchchārya prārthanam bhaktyā tatah prasāditam jamet ॥83॥",https://baps.box.com/shared/static/n1pix5srzxz8osbqv80hx6iaeyc3crck.mp3,shastri
Shloka 84,"One should not consume foods, fruits, water and other items without first offering them to Bhagwan. Foods and other items that may be impure should not be offered to Bhagwan nor should they be eaten.","ભગવાનને અર્પણ કર્યા વગર અન્ન, ફળ કે જલાદિ ગ્રહણ ન કરવું. જેની શુદ્ધિને વિષે શંકા હોય તેવાં અન્નાદિ ભગવાનને ન ધરાવવાં અને ન જમવાં.","Bhagwānne arpaṇ karyā vagar anna, faḷ ke jalādi grahaṇ na karavu. Jenī shuddhine viṣhe shankā hoy tevā annādi Bhagwānne na dharāvavā ane na jamavā.",https://baps.box.com/shared/static/xbtd9n3l8h0kmzgfeuabwhguiws2l1rl.mp3,1,"Haraye’narpya na grāhyam anna-fala-jalādikam ।
Shuddhau shankitam annādi nā’dyānneshe nivedayet ॥84॥",https://baps.box.com/shared/static/tqcjyji18vb1gd43eftluzp732gpkhnx.mp3,shastri
Shloka 85,"While sitting in front of the ghar mandir, one should, with devout feelings and concentration, sing kirtans, chant and engage in smruti or other acts of devotion according to one’s preferences.","ઘરમંદિરમાં બેસીને ભાવે કરીને સ્થિર ચિત્તે કીર્તન, જપ કે સ્મૃતિ વગેરે પોતાની રુચિ અનુસાર કરવું.","Ghar-mandirmā besīne bhāve karīne sthir chitte kīrtan, jap ke smṛuti vagere potānī ruchi anusār karavu.",https://baps.box.com/shared/static/ke4d3pesiq9yurze13r7neqled4vwxyr.mp3,1,"Kīrtanam vā japam kuryāt smṛutyādi vā yathā-ruchi ।
Gṛuha-mandiram āsthāya bhāvatah sthira-chetasā ॥85॥",https://baps.box.com/shared/static/mu39t9amj8zwx7g72h3ve1fi7bwczfz2.mp3,shastri
Shloka 86,"Family members should gather daily for ghar sabhā and engage in bhajan, discussions, scriptural reading and other devotional activities. ","ઘરના સભ્યોએ ભેગા થઈ રોજ ઘરસભા કરવી અને તેમાં ભજન, ગોષ્ઠિ તથા શાસ્ત્રોનું વાંચન ઇત્યાદિ કરવું.","ઘરના સભ્યોએ ભેગા થઈ રોજ ઘરસભા કરવી અને તેમાં ભજન, ગોષ્ઠિ તથા શાસ્ત્રોનું વાંચન ઇત્યાદિ કરવું.",https://baps.box.com/shared/static/ttejoeihg4vl6rghd1pkeqj7nic2jov3.mp3,1,"Sambhūya pratyaham kāryā gṛuha-sabhā gṛuhasthitaihi ।
Kartavyam bhajanam goṣhṭhih shāstra-pāṭhādi tatra cha ॥86॥",https://baps.box.com/shared/static/y67a9r0a8ywblc8mrut9i1egbilu5obu.mp3,shastri
Shloka 87-88,"Shri Hari inspired the creation of mandirs as a form of devotion to foster and protect pure upāsanā and bhakti. He instructed that, along with Bhagwan, one should also serve his supreme devotee, Aksharbrahman, in the very same manner that one serves Bhagwan. ",શ્રીહરિએ શુદ્ધ ઉપાસના-ભક્તિનાં પોષણ અને રક્ષણ માટે મંદિર નિર્માણરૂપ ભક્તિનું પ્રવર્તન કર્યું. અને ભગવાનની જેમ જ તેમના ઉત્તમ ભક્ત એવા અક્ષરબ્રહ્મની ભગવાનની સાથે સેવા કરવા માટે આજ્ઞા કરી.,Shrīharie shuddha upāsanā-bhaktinā poṣhaṇ ane rakṣhaṇ māṭe mandir nirmāṇrūp bhaktinu pravartan karyu. Ane Bhagwānnī jem ja temanā uttam bhakta evā Akṣharbrahmanī Bhagwānnī sāthe sevā karavā māṭe āgnā karī.,https://baps.box.com/shared/static/xw22nl4yhlmbmbanally0yfg5uwrnsjj.mp3,2,"Shuddhopāsana-bhaktim hi poṣhayitum cha rakṣhitum ।
Bhaktim mandira-nirmāṇa-rūpām prāvartayaddharihi ॥87॥
Tathaivā’gnāpayām āsa sevārtham Hariṇā saha ।
Tasya chottama-bhaktasya tasyevaivā’kṣharasya cha ॥88॥",https://baps.box.com/shared/static/lnp9e7ckd37fwku2o5lj5vydpghipdie.mp3,shastri
Shloka 89,Aksharbrahman is Bhagwan’s supreme devotee because he eternally transcends māyā and is forever engrossed in Bhagwan’s service. ,"અક્ષરબ્રહ્મ ભગવાનના ઉત્તમ ભક્ત છે, કારણ કે તેઓ નિત્ય માયાપર છે અને નિત્ય ભગવાનની સેવામાં રમમાણ હોય છે.","Akṣharbrahma Bhagwānnā uttam bhakta chhe, kāraṇ ke teo nitya māyāpar chhe ane nitya Bhagwānnī sevāmā ramamāṇ hoy chhe.",https://baps.box.com/shared/static/ym5n7kc0ykf8l0hxg57zefd6la66ro4i.mp3,1,"Vartata uttamo bhakto Brahma Bhagavato’kṣharam ।
Nityam māyā-param nityam Hari-sevāratam yataha ॥89॥",https://baps.box.com/shared/static/yb7d9qm1atceybdbz9s8zdic6123ve87.mp3,shastri
Shloka 90-91,"To fulfil this ordinance and to grant moksha all, divine mandirs are devoutly constructed and the murti of Aksharbrahman is also ceremoniously consecrated with Purushottam Bhagwan in the central shrines [of these mandirs]. ",તે આજ્ઞાને અનુસરીને સર્વનું કલ્યાણ થાય તે હેતુથી દિવ્ય મંદિરોનું નિર્માણ ભક્તિભાવથી કરવામાં આવે છે અને તેના મધ્યખંડમાં પુરુષોત્તમ ભગવાનની મૂર્તિની સાથે અક્ષરબ્રહ્મની મૂર્તિ પણ વિધિવત્ સ્થાપવામાં આવે છે.,Te āgnāne anusarīne sarvanu kalyāṇ thāy te hetuthī divya mandironu nirmāṇ bhakti-bhāvthī karavāmā āve chhe ane tenā madhya-khanḍmā Puruṣhottam Bhagwānnī mūrtinī sāthe Akṣharbrahmanī mūrti paṇ vidhivat sthāpavāmā āve chhe.,https://baps.box.com/shared/static/hn9vqov7w8qejaqf1ow38tltjigerkmd.mp3,2,"Mandirāṇām hi nirmāṇam tad-āgnām-anusṛutya cha ।
Divyānām kriyate bhaktyā sarva-kalyāṇa-hetunā ॥90॥
Puruṣhottama-mūrtyā tad-madhya-khaṇḍe yathā-vidhi ।
Sahitam sthāpyate mūrtir-Akṣharasyā’pi Brahmaṇaha ॥91॥",https://baps.box.com/shared/static/suq5w5rtny2jwb9j5rw5pg991bu044w7.mp3,shastri
Shloka 92,"Similarly, Aksharbrahman and Purushottam Bhagwan are also always consecrated in the central shrines of mandirs in homes and other places.",એ જ રીતે ઘર આદિ સ્થળોને વિષે કરેલ મંદિરોમાં પણ મધ્યમાં હંમેશાં અક્ષરબ્રહ્મ સહિત પુરુષોત્તમ ભગવાનને પ્રસ્થાપિત કરવામાં આવે છે.,E ja rīte ghar ādi sthaḷone viṣhe karel mandiromā paṇ madhyamā hammeshā Akṣharbrahma sahit Puruṣhottam Bhagwānne prasthāpit karavāmā āve chhe.,https://baps.box.com/shared/static/5ox0zlqk6zi1d9lryz12ndu8tuxd4ylz.mp3,1,"Evam eva gṛuhādyeṣhu kṛuteṣhu mandireṣhvapi ।
Madhye prasthāpyate nityam sā’kṣharah Puruṣhottamaha ॥92॥",https://baps.box.com/shared/static/o9iih6r99hlqkso6kisakovnso5clihr.mp3,shastri
Shloka 93,"Daily, in the morning, evening or at another convenient time, all satsangis should devoutly go to a nearby mandir for darshan.","સર્વે સત્સંગીઓએ સવારે, સાંજે અથવા પોતાના અનુકૂળ સમયે પ્રતિદિન ભક્તિએ કરીને સમીપે આવેલ મંદિરે દર્શને જવું.","Sarve satsangīoe savāre, sānje athavā potānā anukūḷ samaye pratidin bhaktie karīne samīpe āvel mandire darshane javu.",https://baps.box.com/shared/static/hf0x8n756lwlifizqh9dshhjo28w9x1i.mp3,1,"Prātah sāyam yathā-kālam sarva-satsangibhir janaihi ।
Nikaṭam mandiram gamyam bhaktyā darshāya pratyaham ॥93॥",https://baps.box.com/shared/static/qvoo1hu8677ninrlk2puz7bh73fbsm4p.mp3,shastri
Shloka 94,All satsangi men and women should always dress in a manner that safeguards their dharma.,સર્વે સત્સંગી નર-નારીઓએ સદાય જે રીતે પોતાના ધર્મની રક્ષા થાય તે જ રીતે વસ્ત્રો ધારવાં.,Sarve satsangī nar-nārīoe sadāy je rīte potānā dharmanī rakṣhā thāya te ja rīte vastro dhāravā.,https://baps.box.com/shared/static/heui8p864uouby8c42nv3ms0xucizoh9.mp3,1,"Yathā sva-dharma-rakṣhā syāt tathaiva vastra-dhāraṇam ।
Satsangi-nara-nārībhih karaṇīyam hi sarvadā ॥94॥",https://baps.box.com/shared/static/6qcn74exi31xadxbeg4ez5pxqbt68ivf.mp3,shastri
Shloka 95,"To strengthen one’s satsang, one should attend the weekly assemblies held at a nearby mandir or centre.",સત્સંગની દૃઢતા માટે દર અઠવાડિયે સમીપ આવેલ મંદિરમાં કે મંડળમાં સભા ભરવા જવું.,Satsangnī dṛuḍhatā māṭe dar aṭhavāḍiye samīp āvel mandirmā ke manḍaḷmā sabhā bharavā javu.,https://baps.box.com/shared/static/r3yrxwa855hudj8jewpucxc70lcm9wrg.mp3,1,"Satsanga-dṛaḍhatārtham hi sabhārtham antike sthitam ।
Gantavyam prati-saptāham mandiram vā’pi maṇḍalam ॥95॥",https://baps.box.com/shared/static/wen1a2vdyzfxw1sm1oiw6f6zp66yx7fj.mp3,shastri
Shloka 96,"Swaminarayan Bhagwan, the sovereign of Akshar, is the manifest form of Paramatma Parabrahman Purushottam Hari.",અક્ષરાધિપતિ સ્વામિનારાયણ ભગવાન સાક્ષાત્ પરમાત્મા પરબ્રહ્મ પુરુષોત્તમ હરિ છે.,Akṣharādhipati Swāminārāyaṇ Bhagwān sākṣhāt Paramātmā Parabrahma Puruṣhottam Hari chhe.,https://baps.box.com/shared/static/8y545nyuknoh9qkgfdwy52ap0cqyfbsg.mp3,1,"Swāminārāyaṇah sākṣhād-Akṣharādhipatir-Harihi ।
Paramātmā Parabrahma Bhagavān Puruṣhottamaha ॥96॥",https://baps.box.com/shared/static/4nuxysir1u7u6kdehzgupu0tei2pt6w1.mp3,shastri
Shloka 97,He alone is forever our ishtadev worthy of supreme upāsanā. One should always offer singular devotion to him only.,એ એક જ આપણા સદા પરમ ઉપાસ્ય ઇષ્ટદેવ છે. તેમની જ અનન્ય ભાવે સદા ભક્તિ કરવી.,E ek ja āpaṇā sadā param upāsya iṣhṭadev chhe. Temanī ja ananya bhāve sadā bhakti karavī.,https://baps.box.com/shared/static/9frc2jbxqnzn0y2v5rf9h9anbetcj9fi.mp3,1,"Sa ekah paramopāsya iṣhṭa-devo hi nah sadā ।
Tasyaiva sarvadā bhaktih kartavyā’nanya-bhāvataha ॥97॥",https://baps.box.com/shared/static/na9lbf96ezfqfbehei33e10v571fire9.mp3,shastri
Shloka 98,Gunatitanand Swami is the manifest form of the eternal Aksharbrahman. This Aksharbrahman paramparā is manifest even today.,ગુણાતીતાનંદ સ્વામી સાક્ષાત્ સનાતન અક્ષરબ્રહ્મ છે. એ અક્ષરબ્રહ્મની પરંપરા આજે પણ વિરાજમાન છે.,Guṇātītānand Swāmī sākṣhāt sanātan Akṣharbrahma chhe. E Akṣharbrahmanī paramparā āje paṇ virājamān chhe.,https://baps.box.com/shared/static/88ft503rg7q5cdie9kux39ilsidsjzor.mp3,1,"Sākṣhād Brahmā’kṣharam Swāmī Guṇātītah sanātanam ।
Tasya paramparā’dyā’pi Brahmā’kṣharasya rājate ॥98॥",https://baps.box.com/shared/static/zmbp76kq4kwo4ed3ykkqdyexqbgu4iai.mp3,shastri
Shloka 99,"In the Sampraday’s tradition of gurus that began with Gunatitanand Swami, only the present form of Aksharbrahman is our guru.",સંપ્રદાયમાં ગુણાતીતાનંદ સ્વામીથી આરંભાયેલ ગુરુપરંપરામાં આવેલ પ્રગટ અક્ષરબ્રહ્મ એ એક જ આપણા ગુરુ છે.,Sampradāymā Guṇātītānand Swāmīthī ārambhāyel guru-paramparāmā āvel pragaṭ Akṣharbrahma e ek ja āpaṇā guru chhe.,https://baps.box.com/shared/static/b2qx80zd1og6ebxfdmbpbsvg03xr0uyt.mp3,1,"Guṇātīta-samārabdha-paramparā-pratiṣhṭhitaha ।
Prakaṭā’kṣhara-brahmaikah sampradāye’sti no guruhu ॥99॥",https://baps.box.com/shared/static/5py08953fq8jacwjwvdila1xtohproj9.mp3,shastri
Shloka 100,"Our ishtadev is the same, our guru is the same and our siddhānt is also the same – thus, we are always united.","આપણા ઇષ્ટદેવ એક જ છે, ગુરુ એક જ છે અને સિદ્ધાંત પણ એક જ છે એમ આપણી સદા એકતા છે.","Āpaṇā iṣhṭadev ek ja chhe, guru ek ja chhe ane siddhānt paṇ ek ja chhe em āpaṇī sadā ekatā chhe.",https://baps.box.com/shared/static/pz1eu6hm5l0d27hb16b2vy3ydanm2g0g.mp3,1,"Eka eveṣhṭa-devo nah eka eva gurus-tathā ।
Ekash-chaivā’pi siddhānta evam nah ekatā sadā ॥100॥",https://baps.box.com/shared/static/htv1fvy4hw2k8xhzmq2ygvdcxkgwdmif.mp3,shastri
Shloka 101,"One should know [and realize] the divine Akshar-Purushottam siddhānt, which is Vedic, eternal and the form of brahmavidyā.","બ્રહ્મવિદ્યારૂપ, વૈદિક અને સનાતન એવા દિવ્ય અક્ષરપુરુષોત્તમ સિદ્ધાંતને જાણવો.","Brahma-vidyārūp, Vaidik ane sanātan evā divya Akṣhar-Puruṣhottam siddhāntne jāṇavo.",https://baps.box.com/shared/static/vhgpv38b8q772jgz3woe7qkdjf1x72ju.mp3,1,"Siddhāntam suvijānīyād Akṣhara-Puruṣhottamam ।
Brahmavidyātmakam divyam vaidikam cha sanātanam ॥101॥",https://baps.box.com/shared/static/grup9o858j9ql5m6nxavg1vn3sriwfoz.mp3,shastri
